instance name,OR-Tools averagistic,OR-Tools realistic,SPT,MWKR,MOPNR,FDD/MWKR,model
60x10_0.npz,5229,4086,5471,4754,4684,4853,4447
60x10_1.npz,5376,4082,5322,4542,4573,4648,4341
60x10_10.npz,5388,4341,5376,4336,4311,4491,4341
60x10_11.npz,4995,4048,5263,4256,4089,4136,4061
60x10_12.npz,5113,4109,5225,4268,4355,4216,4092
60x10_13.npz,5086,4070,5162,4397,4278,4365,4290
60x10_14.npz,5280,4204,5395,4293,4344,4392,4287
60x10_15.npz,5937,4096,5980,4471,4451,4459,4318
60x10_16.npz,5247,4139,5342,4709,4735,4649,4480
60x10_17.npz,5327,4358,5235,4586,4233,4493,4218
60x10_18.npz,5519,3941,5437,4600,4511,4531,4409
60x10_19.npz,5156,4193,5279,4209,4076,4383,4085
60x10_2.npz,5363,4323,5741,4727,4437,4400,4184
60x10_20.npz,5251,4186,5425,4442,4240,4492,4186
60x10_21.npz,5369,4151,5616,4656,4652,4652,4422
60x10_22.npz,5530,4031,5593,4592,4543,4711,4394
60x10_23.npz,5504,4078,5529,4293,4458,4311,4317
60x10_24.npz,5924,4227,5762,4752,4494,4630,4412
60x10_25.npz,5287,4161,5574,4525,4359,4505,4581
60x10_26.npz,5077,4167,5223,4261,4158,4125,4211
60x10_27.npz,5110,4069,5276,4375,4171,4357,4115
60x10_28.npz,4949,4047,5052,4323,4111,4258,4221
60x10_29.npz,5208,3968,5296,4659,4496,4444,4200
60x10_3.npz,5471,4570,5638,4787,4505,4573,4599
60x10_30.npz,4959,4232,5186,4592,4530,4662,4267
60x10_31.npz,5261,4299,5480,4463,4418,4876,4436
60x10_32.npz,5616,4701,5647,4969,4712,4772,4701
60x10_33.npz,5247,4042,5617,4245,4342,4377,4130
60x10_34.npz,5597,4620,5798,4963,5018,4942,4745
60x10_35.npz,5174,4097,5548,4804,4671,4619,4405
60x10_36.npz,4913,3852,4975,4146,4342,4234,4181
60x10_37.npz,4770,3981,4865,4502,4433,4504,4135
60x10_38.npz,5312,4071,5351,4481,4489,4658,4330
60x10_39.npz,5000,4096,5236,4472,4534,4495,4415
60x10_4.npz,5726,4431,6038,4482,4333,4354,4248
60x10_40.npz,5599,4363,5797,4711,4414,4541,4474
60x10_41.npz,5550,4390,5908,4766,4674,4765,4490
60x10_42.npz,5231,4087,5206,4421,4184,4226,4280
60x10_43.npz,5622,4412,5626,4508,4493,4310,4412
60x10_44.npz,5139,4104,5248,4596,4602,4574,4249
60x10_45.npz,5168,4060,5426,4826,4694,4857,4538
60x10_46.npz,5317,4188,5532,4460,4178,4470,4251
60x10_47.npz,5311,3927,5480,4361,4187,4151,3954
60x10_48.npz,5217,4119,5284,4467,4449,4689,4116
60x10_49.npz,5227,3881,5431,4885,4582,4615,4262
60x10_5.npz,5228,4191,5454,4219,4298,4361,4389
60x10_50.npz,5364,4104,5517,4776,4643,4697,4530
60x10_51.npz,5076,4206,5280,4276,4230,4278,4246
60x10_52.npz,5395,4239,5548,4771,4744,4879,4500
60x10_53.npz,5223,4146,5215,4273,4448,4393,4435
60x10_54.npz,5595,4471,5804,4902,4833,4427,4565
60x10_55.npz,5276,4367,5170,4500,4346,4362,4367
60x10_56.npz,5531,4074,5685,4577,4694,4495,4193
60x10_57.npz,5330,4229,5395,4819,4648,4506,4464
60x10_58.npz,5298,4285,5513,4532,4425,4547,4320
60x10_59.npz,5174,4218,5234,4874,4549,4811,4491
60x10_6.npz,5238,4246,5558,4624,4299,4276,4272
60x10_60.npz,4919,3897,5161,4415,4213,4215,4042
60x10_61.npz,5156,4203,5421,4616,4777,4645,4707
60x10_62.npz,5061,3948,5088,4576,4368,4581,4194
60x10_63.npz,5640,4215,5635,4602,4392,4441,4331
60x10_64.npz,5295,4162,5379,4889,4771,5037,4633
60x10_65.npz,4995,3967,5039,4273,4111,4373,4107
60x10_66.npz,5410,4259,5836,4656,4787,4808,4769
60x10_67.npz,5350,4123,5601,4756,4363,4692,4014
60x10_68.npz,5752,4240,5763,4792,4520,4765,4281
60x10_69.npz,6001,4571,6061,4936,4943,4845,4642
60x10_7.npz,5375,4065,5623,4361,4327,4464,4115
60x10_70.npz,5184,4173,5454,4380,4481,4431,4046
60x10_71.npz,5070,4101,5069,4494,4522,4477,4278
60x10_72.npz,5189,3896,5203,4591,4520,4325,4382
60x10_73.npz,5392,3982,5400,4176,3896,4389,3962
60x10_74.npz,5526,4026,5448,4601,4337,4564,4378
60x10_75.npz,5623,4191,5736,4644,4828,4870,4615
60x10_76.npz,5360,3905,5789,4434,4520,4464,3928
60x10_77.npz,5318,4089,5618,4613,4522,4554,4192
60x10_78.npz,5331,3951,5418,4146,4142,4224,4034
60x10_79.npz,5501,4310,5617,4460,4412,4689,4275
60x10_8.npz,5347,4336,5484,4466,4580,4544,4469
60x10_80.npz,4989,4225,5323,4422,4381,4289,4223
60x10_81.npz,5306,3947,5431,4487,4379,4434,4045
60x10_82.npz,6112,4197,6146,4564,4546,4549,4339
60x10_83.npz,4928,3849,4977,4532,4299,4306,4101
60x10_84.npz,5090,4106,5119,4258,4178,4330,4148
60x10_85.npz,5410,4390,5681,4521,4580,4572,4351
60x10_86.npz,5366,4322,5383,4437,4614,4587,4169
60x10_87.npz,5509,4146,5693,4431,4406,4519,4292
60x10_88.npz,5107,3909,5123,4150,4271,4381,4160
