instance name,OR-Tools averagistic,OR-Tools realistic,SPT,MWKR,MOPNR,FDD/MWKR,model
30x20_0.npz,3425,2643,3625,3369,3212,3174,3191
30x20_1.npz,3469,2887,3880,3678,3336,3505,3081
30x20_10.npz,3405,2603,3702,3202,3040,3224,3164
30x20_11.npz,3306,2755,3526,3194,3465,3326,3349
30x20_12.npz,3552,2720,3913,3395,3303,3482,3338
30x20_13.npz,3552,2566,3762,3252,3137,3248,3119
30x20_14.npz,3518,2563,3832,3394,3395,3300,3360
30x20_15.npz,3548,2756,4038,3271,3221,3389,3418
30x20_16.npz,3584,2823,3852,3442,3411,3564,3266
30x20_17.npz,3956,3017,3996,3388,3397,3601,3273
30x20_18.npz,3478,2841,3644,3278,3086,3356,3368
30x20_19.npz,3824,2796,4151,3701,3529,3550,3351
30x20_2.npz,3850,2788,4207,3665,3345,3618,3496
30x20_20.npz,3465,2632,3789,3235,3253,3256,2989
30x20_21.npz,3904,2695,3807,3288,3111,3101,2952
30x20_22.npz,3733,2868,3888,3566,3397,3418,3212
30x20_23.npz,3735,2690,3784,3459,3162,3440,3379
30x20_24.npz,3844,2890,4366,3507,3443,3567,3299
30x20_25.npz,3412,2664,3841,3516,3189,3356,3204
30x20_26.npz,3478,2719,3559,3315,3079,3220,3229
30x20_27.npz,3637,2766,3810,3348,3349,3189,3406
30x20_28.npz,3281,2662,3816,3001,3218,3121,3159
30x20_29.npz,3739,2659,3932,3272,3161,3291,3190
30x20_3.npz,3850,2955,4074,3585,3413,3257,3321
30x20_30.npz,3690,2776,3710,3362,3266,3360,3344
30x20_31.npz,3697,2783,3716,3457,3541,3584,3094
30x20_32.npz,3690,2801,3789,3793,3522,3376,3282
30x20_33.npz,3449,2653,3671,3367,3113,3316,3261
30x20_34.npz,3672,2912,3793,3706,3756,3618,3378
30x20_35.npz,3993,2693,4280,3413,3426,3547,3364
30x20_36.npz,3525,2617,3763,3551,3407,3219,3198
30x20_37.npz,3521,2531,3843,3444,2992,3277,3203
30x20_38.npz,4025,2851,4076,3469,3272,3481,3294
30x20_39.npz,3396,2884,3619,3622,3199,3348,3215
30x20_4.npz,3917,2800,4041,3659,3604,3637,3463
30x20_40.npz,3472,2626,3691,3490,3268,3414,3086
30x20_41.npz,3585,2806,3593,3284,3405,3508,3278
30x20_42.npz,3565,2877,4041,3600,3481,3559,3173
30x20_43.npz,4033,2837,4259,3708,3480,3634,3560
30x20_44.npz,3309,2611,3518,3508,3503,3402,3422
30x20_45.npz,3588,2679,3884,3529,3547,3374,3169
30x20_46.npz,3698,2744,3763,3295,3512,3462,3255
30x20_47.npz,3457,2759,3541,3285,3522,3190,3254
30x20_48.npz,4042,2911,4055,3568,3546,3558,3434
30x20_49.npz,3655,2689,4117,3346,3298,3507,3102
30x20_5.npz,3487,2709,4084,3295,3297,3374,3316
30x20_50.npz,4078,2832,4253,3584,3406,3757,3431
30x20_51.npz,3461,2734,3591,3267,3150,3339,3132
30x20_52.npz,3688,2799,3875,3553,3267,3358,3458
30x20_53.npz,3476,2750,3734,3212,3130,3540,3063
30x20_54.npz,3818,3041,3706,3754,3910,3896,3448
30x20_55.npz,3767,2779,4395,3612,3435,3639,3309
30x20_56.npz,3791,2812,4206,3480,3394,3332,3211
30x20_57.npz,3686,2826,3991,3498,3488,3516,3365
30x20_58.npz,3427,2897,3540,3524,3401,3500,3344
30x20_59.npz,3935,2860,4185,3262,3424,3411,3470
30x20_6.npz,3594,2866,3886,3575,3461,3577,3642
30x20_60.npz,3662,2928,3956,3694,3386,3345,3391
30x20_61.npz,3641,3015,3914,3553,3595,3455,3517
30x20_62.npz,3342,2575,3982,3238,3218,3268,3498
30x20_63.npz,3942,2840,4265,3382,3671,3595,3372
30x20_64.npz,3724,2792,4003,3660,3681,3658,3437
30x20_65.npz,3477,2513,3761,3123,3398,3110,3132
30x20_66.npz,3719,2854,4066,3628,3642,3712,3295
30x20_67.npz,3691,2742,4015,3417,3584,3362,3227
30x20_68.npz,3791,2784,4156,3396,3703,3755,3394
30x20_69.npz,3835,2961,4028,3359,3449,3578,3482
30x20_7.npz,3742,2899,4081,3305,3705,3485,3465
