instance name,OR-Tools averagistic,OR-Tools realistic,SPT,MWKR,MOPNR,FDD/MWKR,model
50x20_0.npz,5368,3905,5717,4853,5145,5147,4667
50x20_1.npz,5270,4256,5199,4885,4769,4923,4245
50x20_10.npz,5454,3900,5446,4741,4579,4990,4160
50x20_11.npz,5066,3996,5000,4779,4619,4694,4326
50x20_12.npz,5554,4083,5348,4973,4556,4794,4683
50x20_13.npz,5235,4245,5269,4483,4627,4788,4550
50x20_14.npz,5487,4226,5528,4549,4427,4702,4347
50x20_15.npz,5743,4065,5889,4904,4444,4889,4227
50x20_16.npz,4917,3956,5121,4452,4528,4580,4611
50x20_17.npz,5484,4072,5572,4759,4503,4653,4270
50x20_18.npz,5748,4128,5893,4878,4715,4771,4564
50x20_19.npz,5684,4514,6046,4780,4934,4828,4600
50x20_2.npz,5300,3960,5358,4598,4549,4652,4642
50x20_20.npz,5833,4243,5938,4485,4805,4627,4781
50x20_21.npz,5144,4017,5491,4551,4502,4936,4252
50x20_22.npz,5503,4347,5512,4789,4692,5162,4547
50x20_23.npz,4847,3973,5047,4483,4480,4406,4156
50x20_24.npz,5598,4052,5760,4849,5016,4869,4603
50x20_25.npz,5471,4115,5756,4866,5167,4861,4790
50x20_26.npz,5354,4268,5580,5011,4639,4498,4392
50x20_27.npz,5273,4068,5147,4626,4769,5124,4594
50x20_28.npz,5355,4176,5678,4935,4895,5049,4642
50x20_29.npz,5309,4132,5414,4659,4873,4795,4841
50x20_3.npz,5425,4061,5325,4775,4656,4673,4259
50x20_30.npz,5552,4043,5646,4859,4532,4581,4481
50x20_31.npz,5484,4149,5835,4577,4482,4572,4377
50x20_32.npz,5320,4201,5302,4779,4540,4516,4904
50x20_33.npz,5852,4293,5952,4753,4993,4960,4744
50x20_34.npz,5361,4421,5453,4838,4859,4752,4772
50x20_35.npz,5724,4108,5977,4706,4922,4889,4629
50x20_36.npz,5454,4237,5407,4933,4472,4856,4815
50x20_37.npz,5075,3968,5268,4561,4442,4677,4680
50x20_38.npz,5477,4083,5477,4612,4439,4764,4355
50x20_39.npz,5415,4051,5472,4670,4092,4196,4224
50x20_4.npz,5699,4191,6065,4621,4620,4573,4705
50x20_40.npz,4938,3702,5177,4416,4435,4392,4439
50x20_41.npz,5720,4159,5642,4750,4806,4637,4545
50x20_42.npz,5390,4025,5471,4692,4536,4566,4252
50x20_43.npz,5496,4316,5585,4845,4852,4987,4311
50x20_44.npz,5230,4197,5381,4916,4506,4608,4318
50x20_45.npz,4994,3849,5002,4270,4136,4347,4364
50x20_46.npz,5256,3863,5087,4817,4420,4705,4337
50x20_47.npz,6213,4133,6408,4686,4577,4569,4606
50x20_48.npz,6419,4336,6066,4950,4992,5000,4646
50x20_49.npz,5177,3705,5524,4787,4324,5012,4557
50x20_5.npz,5405,4239,5767,4744,4352,4453,4328
50x20_50.npz,5672,4557,5855,4935,4745,5039,4648
50x20_51.npz,5148,4179,5581,4561,4468,4660,4419
50x20_52.npz,5284,3965,5158,4662,4554,4537,4314
50x20_53.npz,4921,4087,5130,4777,4604,4771,4491
50x20_54.npz,5339,4298,5452,4738,4825,4762,4750
50x20_55.npz,5610,4324,5767,4602,4578,4673,4509
50x20_56.npz,5280,4146,5393,4518,4348,4305,4319
50x20_57.npz,5543,4259,5783,4781,5141,4959,4762
50x20_58.npz,5611,4459,6154,5102,5141,5022,4664
50x20_59.npz,5944,4073,6089,4863,4812,4961,4604
50x20_6.npz,5215,3988,5494,5039,4521,4743,4100
50x20_60.npz,5292,4192,5646,4638,4869,4783,4571
50x20_61.npz,5757,4404,5896,5166,5026,5025,4676
50x20_62.npz,5459,4185,5561,4643,4557,4660,4566
50x20_63.npz,5388,3898,5415,4709,4819,4630,4560
50x20_64.npz,5685,4378,5806,4658,4511,4977,4475
50x20_65.npz,5723,4357,5775,4922,4917,5230,4730
50x20_66.npz,5321,4053,5458,4494,4463,4618,4497
50x20_67.npz,5817,3971,6358,4771,4592,4933,4808
