instance name,OR-Tools averagistic,OR-Tools realistic,SPT,MWKR,MOPNR,FDD/MWKR,model
50x15_0.npz,3233,3259,3444,3144,3078,3139,3138
50x15_1.npz,3179,3174,3526,3245,3128,3165,3044
50x15_10.npz,3295,3303,3378,3391,3394,3443,3253
50x15_11.npz,3078,3087,3154,2986,2882,2912,2817
50x15_12.npz,3038,3006,3247,3017,2942,2978,2980
50x15_13.npz,3075,3048,3245,3152,3036,3025,2979
50x15_14.npz,2873,2889,3001,2894,2719,2750,2777
50x15_15.npz,3181,3166,3536,3078,2963,3063,3115
50x15_16.npz,3074,3076,3192,2941,2959,2990,2881
50x15_17.npz,3313,3322,3373,3354,3265,3304,3154
50x15_18.npz,3170,3187,3381,3116,3392,3287,3164
50x15_19.npz,3284,3237,3457,2987,2904,2985,3034
50x15_2.npz,3098,3112,3347,3102,3026,3064,2895
50x15_20.npz,3180,3187,3404,3137,2946,3052,2867
50x15_21.npz,3049,3092,3316,3047,2981,3090,2984
50x15_22.npz,3220,3186,3345,2989,2980,3017,3083
50x15_23.npz,3236,3237,3308,3138,2998,3130,3018
50x15_24.npz,2983,2970,3092,2965,2964,2958,2864
50x15_25.npz,3307,3318,3731,3074,3104,3101,3054
50x15_26.npz,3180,3118,3326,3455,3436,3390,3379
50x15_27.npz,2965,2965,3085,3195,3152,3094,3167
50x15_28.npz,3191,3198,3413,3093,2982,3069,3007
50x15_29.npz,3116,3081,3247,2930,2988,2914,2963
50x15_3.npz,3273,3203,3413,3093,3059,3056,3040
50x15_30.npz,3373,3347,3620,3288,3196,3435,3184
50x15_31.npz,3274,3287,3398,3167,3151,3260,3285
50x15_32.npz,3119,3065,3230,3086,3030,3037,2982
50x15_33.npz,2969,2962,3113,3138,3109,3127,3180
50x15_34.npz,3171,3148,3379,2991,2968,3028,3038
50x15_35.npz,3133,3145,3477,3019,3023,3056,3068
50x15_36.npz,3141,3131,3245,2963,3128,3061,3031
50x15_37.npz,3042,3028,3232,3094,3148,3101,3044
50x15_38.npz,3033,3018,3475,3003,3085,3073,3002
50x15_39.npz,3111,3111,3371,3094,2922,3050,2907
50x15_4.npz,3082,3062,3205,3264,3173,3223,3047
50x15_40.npz,2982,2947,3121,3105,3076,2998,3010
50x15_41.npz,3254,3264,3507,3205,3305,3253,3155
50x15_42.npz,3305,3291,3442,3046,3157,3146,3229
50x15_43.npz,3277,3274,3461,3343,3198,3246,3193
50x15_44.npz,3041,3038,3294,3009,3011,3018,3079
50x15_45.npz,3201,3215,3399,3041,3033,3016,2973
50x15_46.npz,3272,3263,3478,2960,3121,3001,3041
50x15_47.npz,2951,2912,3067,2921,3005,3028,2871
50x15_48.npz,3244,3244,3451,3008,3071,3039,3109
50x15_49.npz,3471,3442,3773,3142,3159,3302,3247
50x15_5.npz,3247,3261,3625,3066,2896,2967,2842
50x15_50.npz,3127,3121,3243,3027,2992,3030,2942
50x15_51.npz,3225,3221,3378,2982,3014,3078,2981
50x15_52.npz,2943,2947,3079,3019,3039,3036,2976
50x15_53.npz,3243,3261,3448,3012,2987,2988,2998
50x15_54.npz,2982,2980,3328,3079,3026,2983,3024
50x15_55.npz,3241,3361,3725,3001,3235,3138,3079
50x15_56.npz,3196,3261,3363,2977,3028,2967,3250
50x15_57.npz,3307,3284,3600,3118,3150,3182,3180
50x15_58.npz,3218,3078,3440,3020,2912,2992,2933
50x15_59.npz,3200,3183,3353,2939,2897,3063,3030
50x15_6.npz,3440,3404,3619,3198,3179,3198,3527
50x15_60.npz,2926,2948,3066,2959,2947,2901,2816
50x15_61.npz,3170,3165,3318,3011,3054,2976,3137
50x15_62.npz,3138,3139,3329,3167,3199,3152,3121
50x15_63.npz,3061,3079,3237,2965,2991,2988,2954
50x15_64.npz,3379,3364,3559,3105,3200,3254,3223
50x15_65.npz,3204,3242,3509,3328,3351,3380,3336
50x15_66.npz,3063,3097,3184,3211,3111,3163,3131
50x15_67.npz,3089,3073,3244,3172,3103,3141,2980
50x15_68.npz,3225,3224,3334,3150,2991,2973,3012
50x15_69.npz,2956,2980,3088,2936,3146,2980,3020
50x15_7.npz,3229,3156,3314,3097,2991,3046,3047
50x15_70.npz,2974,2896,3095,3149,3055,3051,2996
50x15_71.npz,3317,3319,3593,3266,3142,3230,3059
50x15_72.npz,3155,3159,3298,3156,3097,3097,3107
50x15_73.npz,3181,3185,3415,3075,3074,3148,3044
50x15_74.npz,3068,3080,3203,2998,2914,2903,2900
50x15_75.npz,3055,3100,3249,2957,2985,2965,2929
50x15_76.npz,3222,3293,3572,3225,3193,3169,3131
50x15_77.npz,3188,3036,3285,3082,2981,2975,3255
50x15_78.npz,3411,3434,3737,3172,3227,3273,3303
50x15_79.npz,3301,3318,3717,3294,3304,3214,3239
50x15_8.npz,3020,3001,3099,3090,3236,3232,3165
50x15_80.npz,3132,3135,3303,3026,2966,2987,3015
50x15_81.npz,3179,3196,3470,3201,3107,3225,3168
50x15_82.npz,3040,3044,3173,3035,3085,3069,3071
50x15_83.npz,3165,3138,3352,3214,3096,3113,3068
50x15_84.npz,3200,3189,3272,3008,3001,3116,2887
50x15_85.npz,3184,3261,3442,3176,3162,3210,3040
50x15_86.npz,2982,3015,3127,3020,2951,2961,2927
50x15_87.npz,3255,3238,3393,3295,3267,3325,3271
