instance name,OR-Tools averagistic,OR-Tools realistic,SPT,MWKR,MOPNR,FDD/MWKR,model
10x10_0.npz,1144,1007,1084,1136,1241,1332,1159
10x10_1.npz,1121,944,1186,1141,1247,1247,1065
10x10_10.npz,1395,1127,1444,1333,1256,1346,1405
10x10_11.npz,1390,1029,1472,1470,1447,1373,1460
10x10_12.npz,1228,948,1342,1218,1325,1240,1100
10x10_13.npz,1480,1041,1449,1328,1298,1222,1314
10x10_14.npz,1243,1015,1400,1271,1298,1230,1214
10x10_15.npz,1308,985,1265,1264,1254,1274,1243
10x10_16.npz,1225,966,1221,1413,1130,1258,1293
10x10_17.npz,1071,870,1093,1149,1099,1144,1036
10x10_18.npz,1435,1152,1631,1476,1365,1396,1331
10x10_19.npz,1252,964,1310,1370,1299,1283,1168
10x10_2.npz,1224,987,1198,1292,1040,1178,1153
10x10_20.npz,1222,953,1460,1321,1199,1105,1245
10x10_21.npz,1340,1081,1656,1410,1488,1440,1261
10x10_22.npz,1170,955,1270,1299,1130,1130,1155
10x10_23.npz,1298,976,1313,1284,1264,1261,1201
10x10_24.npz,1519,1176,1741,1430,1569,1733,1404
10x10_25.npz,1244,1086,1470,1295,1478,1616,1213
10x10_26.npz,1246,999,1796,1240,1204,1243,1104
10x10_27.npz,1185,1057,1290,1226,1334,1364,1234
10x10_28.npz,1330,1029,1319,1395,1422,1378,1258
10x10_29.npz,1277,1004,1083,1227,1194,1191,1173
10x10_3.npz,1205,1011,1330,1325,1233,1147,1196
10x10_30.npz,1315,997,1307,1264,1218,1319,1271
10x10_31.npz,1392,1070,1313,1356,1371,1345,1391
10x10_32.npz,1102,912,1099,1193,1247,1079,1167
10x10_33.npz,1295,1057,1587,1340,1383,1415,1351
10x10_34.npz,1248,1078,1262,1314,1392,1286,1273
10x10_35.npz,1179,1006,1395,1104,1089,1142,1187
10x10_36.npz,1100,928,1166,1126,1047,1131,1083
10x10_37.npz,1251,1155,1440,1536,1303,1377,1288
10x10_38.npz,1372,1030,1642,1253,1290,1274,1393
10x10_39.npz,1401,1077,1316,1417,1346,1589,1219
10x10_4.npz,1125,868,1032,1111,1026,1111,1002
10x10_40.npz,1205,962,1378,1208,1161,1162,1230
10x10_41.npz,1095,944,1275,1137,1073,1042,1052
10x10_42.npz,1391,1008,1213,1327,1314,1317,1281
10x10_43.npz,1298,1023,1303,1335,1270,1338,1269
10x10_44.npz,1230,1056,1316,1333,1311,1273,1374
10x10_45.npz,1402,1050,1225,1514,1416,1393,1276
10x10_46.npz,1357,1087,1388,1159,1308,1261,1297
10x10_47.npz,1104,937,1202,1202,1111,1100,1181
10x10_48.npz,1225,928,1267,1175,1194,1162,1278
10x10_49.npz,1074,900,1207,989,1128,1059,1189
10x10_5.npz,1316,1116,1890,1322,1290,1259,1291
10x10_50.npz,1142,1012,1309,1279,1245,1244,1251
10x10_51.npz,1173,998,1270,1316,1282,1329,1183
10x10_52.npz,1274,943,1331,1202,1251,1188,1093
10x10_53.npz,1529,1115,1668,1548,1409,1498,1480
10x10_54.npz,1260,1094,1288,1259,1256,1256,1263
10x10_55.npz,1246,1068,1407,1345,1408,1377,1394
10x10_56.npz,998,870,1071,1016,1108,1140,1126
10x10_57.npz,1268,942,1463,1224,1189,1174,1115
10x10_58.npz,1347,1056,1564,1440,1224,1347,1315
10x10_59.npz,1155,934,1194,1032,1092,1071,1166
10x10_6.npz,1240,961,1200,1367,1298,1380,1062
10x10_60.npz,1131,990,1312,1178,1091,1103,1147
10x10_61.npz,1190,985,1556,1257,1344,1226,1204
10x10_62.npz,1155,868,1346,1051,1019,1082,1052
10x10_63.npz,1372,1048,1197,1232,1365,1185,1148
10x10_64.npz,1290,964,1477,1406,1237,1294,1197
10x10_65.npz,1180,1000,1428,1229,1381,1386,1258
10x10_66.npz,1286,1048,1327,1515,1347,1233,1227
10x10_67.npz,1216,1013,1390,1386,1316,1346,1237
10x10_68.npz,1239,1048,1419,1431,1275,1366,1188
10x10_69.npz,1223,997,1440,1319,1105,1256,1200
10x10_7.npz,1143,936,1146,1094,1129,1129,1146
10x10_70.npz,1172,946,1289,1170,1123,1112,1096
10x10_71.npz,1182,966,1333,1172,985,1189,1170
10x10_72.npz,1511,1027,1510,1331,1521,1339,1296
10x10_73.npz,1296,1085,1516,1234,1276,1204,1373
10x10_74.npz,1030,900,1115,1040,1101,1101,980
10x10_75.npz,1149,972,1405,1194,1222,1297,1119
10x10_76.npz,1284,1008,1324,1292,1274,1189,1207
10x10_77.npz,1179,970,1254,1158,1316,1170,1235
10x10_78.npz,1429,1071,1542,1272,1376,1349,1307
10x10_79.npz,1235,939,1203,1198,1205,1248,1210
10x10_8.npz,1230,1040,1368,1241,1334,1258,1165
10x10_80.npz,1296,1037,1200,1284,1201,1220,1325
10x10_81.npz,1375,968,1343,1261,1195,1312,1109
10x10_82.npz,1092,907,1243,1256,1116,1137,1167
10x10_83.npz,1176,1019,1394,1179,1206,1199,1191
10x10_84.npz,1182,939,1130,1170,1284,1200,1096
10x10_85.npz,1159,961,1211,1249,1198,1108,1142
10x10_86.npz,1285,985,1317,1178,1161,1212,1061
10x10_87.npz,1232,1069,1317,1231,1277,1227,1454
10x10_88.npz,1219,963,1188,1073,1219,1175,1094
10x10_89.npz,1164,915,1295,1060,1140,1031,1133
10x10_9.npz,1229,938,1244,1015,1175,1105,1035
10x10_90.npz,1120,916,1143,1194,1020,1169,1094
10x10_91.npz,1366,1113,1404,1353,1368,1393,1341
10x10_92.npz,1193,998,1490,1268,1347,1278,1183
10x10_93.npz,1312,1059,1247,1412,1428,1370,1434
10x10_94.npz,1370,924,1389,1182,1227,1283,1367
10x10_95.npz,1205,924,1117,1280,1226,1208,1124
10x10_96.npz,1142,922,1192,1225,1135,1087,1068
10x10_97.npz,1464,1137,1709,1574,1405,1544,1421
10x10_98.npz,1601,1208,1396,1628,1384,1494,1390
10x10_99.npz,1284,889,1295,1067,1239,1190,1141
