instance name,OR-Tools averagistic,OR-Tools realistic,SPT,MWKR,MOPNR,FDD/MWKR,model
30x15_0.npz,3287,2431,3524,3233,2843,3150,2610
30x15_1.npz,3301,2558,3459,3275,3126,3106,3176
30x15_10.npz,3335,2367,3525,3075,2885,2986,2629
30x15_11.npz,3279,2391,3526,2997,2870,2934,2862
30x15_12.npz,3318,2244,3312,2809,2776,2700,2745
30x15_13.npz,3279,2375,3911,3365,3075,3101,2820
30x15_14.npz,2704,2215,2991,2866,2793,2621,2485
30x15_15.npz,2930,2324,3278,3042,2904,2955,2640
30x15_16.npz,2968,2422,3341,3006,2785,2906,2714
30x15_17.npz,3301,2192,3086,2705,2813,2693,2565
30x15_18.npz,3190,2436,3353,2813,2894,3147,2750
30x15_19.npz,3312,2402,3556,3049,3058,2964,2919
30x15_2.npz,3070,2416,3700,3151,2889,2905,2806
30x15_20.npz,3531,2471,3599,3023,3249,3082,2841
30x15_21.npz,3005,2583,3218,2935,2995,2886,3127
30x15_22.npz,3241,2571,3296,2888,2972,2907,2800
30x15_23.npz,3279,2516,3843,3250,3021,3047,2945
30x15_24.npz,3590,2450,3919,3290,3219,3147,3038
30x15_25.npz,3304,2466,3685,3099,3101,3142,2788
30x15_26.npz,3429,2409,3712,3079,3030,3014,2863
30x15_27.npz,3071,2290,3271,2612,2642,2935,2584
30x15_28.npz,3022,2281,3400,3024,3049,2951,2692
30x15_29.npz,3227,2260,3741,2832,2878,2920,2891
30x15_3.npz,3190,2425,3415,3111,3249,3155,3025
30x15_30.npz,3127,2526,3472,3058,3132,2957,2977
30x15_31.npz,3218,2517,3646,2910,2959,2845,2730
30x15_32.npz,3528,2578,3663,3301,3158,3162,2958
30x15_33.npz,3132,2298,3314,3367,2894,2907,2776
30x15_34.npz,3194,2275,3405,3136,2948,3084,2831
30x15_35.npz,3270,2435,3259,2995,3010,2803,3009
30x15_36.npz,3325,2441,3755,3001,2906,2907,2804
30x15_37.npz,3187,2332,3260,2744,2825,2659,2619
30x15_38.npz,3230,2428,3342,3044,2882,2778,2518
30x15_39.npz,3196,2336,3303,3217,2943,2890,2831
30x15_4.npz,3360,2598,3588,3218,3401,3378,2948
30x15_40.npz,3055,2328,3511,2904,2915,2820,3019
30x15_41.npz,3590,2406,3383,3360,2896,3154,2779
30x15_42.npz,3387,2481,3594,2948,2806,2911,2658
30x15_43.npz,3048,2408,3637,3239,3033,3440,3101
30x15_44.npz,3478,2433,3377,3250,3408,3073,2950
30x15_45.npz,3311,2586,3668,3055,3205,3343,3019
30x15_46.npz,3485,2328,3529,2894,3075,3163,2677
30x15_47.npz,3111,2220,3386,2605,2562,2622,2587
30x15_48.npz,3057,2388,3530,3001,3031,3095,2714
30x15_49.npz,2912,2229,3206,2683,2807,2687,2676
30x15_5.npz,2816,2325,3017,2788,2897,2897,2726
30x15_50.npz,3051,2329,3703,3017,2786,2835,2644
30x15_51.npz,3217,2472,3635,3038,2938,2960,2740
30x15_52.npz,3106,2337,3252,2940,3018,2890,2955
30x15_53.npz,3112,2426,3423,2887,2931,3006,2974
30x15_54.npz,2879,2351,3179,2734,2884,2798,2547
30x15_55.npz,3205,2554,3376,3182,3225,2998,2747
30x15_56.npz,3134,2397,3444,3110,3095,2890,2820
30x15_57.npz,3078,2435,3262,3020,3021,3068,2724
30x15_58.npz,3393,2359,3475,3124,2875,3034,2711
30x15_59.npz,2859,2424,3164,2740,2835,2896,2825
30x15_6.npz,3514,2382,3860,3069,2776,3031,2731
30x15_60.npz,3205,2408,3949,3069,2874,3050,2750
30x15_61.npz,3039,2423,3294,2907,2783,3079,2736
30x15_62.npz,3303,2269,3807,3089,2893,2876,2928
30x15_63.npz,2857,2360,3229,2735,2745,2932,2651
30x15_64.npz,3282,2496,3260,3056,2873,3061,2758
30x15_65.npz,3123,2335,3225,2943,2716,2707,2706
30x15_66.npz,3222,2441,3722,2990,3111,3131,2792
30x15_67.npz,3206,2377,3433,3224,2981,3118,2728
30x15_68.npz,3110,2265,3370,3243,2838,2974,2709
30x15_69.npz,3248,2384,3341,2744,2934,2801,2778
30x15_7.npz,3168,2667,3182,2891,2924,3013,2900
30x15_70.npz,3511,2388,3493,2733,3175,2871,2706
30x15_71.npz,3483,2525,3799,2869,3267,3168,2892
30x15_72.npz,3195,2425,3470,3143,3074,3059,3109
30x15_73.npz,3389,2493,3508,3248,3347,3015,2848
30x15_74.npz,3221,2495,3381,3133,3076,3245,2821
30x15_75.npz,3159,2444,3661,2967,2991,3109,2919
30x15_76.npz,2910,2288,2970,2789,2722,2807,2547
30x15_77.npz,3184,2505,3308,3086,3092,3214,2863
30x15_78.npz,3406,2250,3790,2975,2913,2927,2595
30x15_79.npz,3006,2365,3681,2882,2740,2940,2724
30x15_8.npz,3313,2518,3715,2957,3157,3142,2737
30x15_80.npz,3105,2356,3096,2867,2844,2985,2708
30x15_81.npz,3287,2342,3242,3145,2989,3132,2823
30x15_82.npz,3088,2435,3319,3078,3058,2895,2836
30x15_83.npz,3155,2536,3363,3001,2875,3174,2810
30x15_84.npz,3036,2298,3231,2955,2778,2766,2563
30x15_85.npz,3366,2516,3723,3173,3344,3245,3067
30x15_86.npz,3358,2398,3386,3219,2969,2915,2786
30x15_87.npz,3271,2382,3904,3207,3007,3171,2821
30x15_88.npz,3238,2366,3463,2780,2716,2812,2530
30x15_89.npz,3097,2496,3768,3156,3337,2965,2945
30x15_9.npz,2878,2319,3438,2980,3186,3043,2858
30x15_90.npz,3069,2356,3414,2862,2819,2885,2513
30x15_91.npz,3333,2399,3917,3072,3107,3133,3032
30x15_92.npz,3289,2485,3561,3007,2864,2961,2750
30x15_93.npz,3063,2341,3590,2722,2679,2751,2589
30x15_94.npz,3288,2325,3363,2661,2809,2632,2571
30x15_95.npz,3201,2583,3394,3062,2893,2995,2787
30x15_96.npz,3164,2495,3244,3033,2891,2908,2818
30x15_97.npz,3273,2283,3408,2772,3108,2960,3039
30x15_98.npz,2914,2351,3364,2881,3004,2771,2872
30x15_99.npz,3042,2260,3602,2931,2705,2889,2614
