instance name,OR-Tools averagistic,OR-Tools realistic,SPT,MWKR,MOPNR,FDD/MWKR,model
100x20_0.npz,9816,7380,9935,7777,7986,7977,7390
100x20_1.npz,9668,7403,9703,7803,7440,7908,7584
100x20_10.npz,9546,7905,9379,8078,7658,8099,7575
100x20_11.npz,9898,7076,10169,8001,7867,8056,7524
100x20_12.npz,9544,7052,9513,7921,7734,8180,7253
100x20_13.npz,9750,7446,9928,7694,7752,7794,7588
100x20_14.npz,9327,7530,10444,8437,7941,7935,7246
100x20_15.npz,9625,7461,9495,8129,7875,8508,7627
100x20_16.npz,9521,7243,9516,7794,7565,7779,7386
100x20_17.npz,8905,7387,8928,7848,7722,7804,7376
100x20_18.npz,9874,7476,9810,8684,7918,8192,7635
100x20_19.npz,10183,7607,10112,8241,7945,8010,7232
100x20_2.npz,10075,7863,10068,7862,7877,8039,7699
100x20_20.npz,9377,7191,9356,7983,7558,7814,7246
100x20_21.npz,9918,7487,9967,8456,8389,8640,7881
100x20_22.npz,10036,7712,9633,8286,8006,8104,7454
100x20_23.npz,9950,7404,9678,7948,7717,7928,7522
100x20_24.npz,9747,7098,10124,8372,7767,8030,7207
100x20_25.npz,9433,7522,9935,8336,8278,8019,7899
100x20_26.npz,10417,7233,10202,8479,7819,8719,7617
100x20_27.npz,9603,7306,9578,8292,7944,8079,7442
100x20_28.npz,9958,7329,9916,8132,8253,8384,7589
100x20_29.npz,9785,7518,9685,8892,8139,8483,7776
100x20_3.npz,9642,6935,9633,8163,7912,8237,7556
100x20_30.npz,10131,7486,10456,8414,8226,8076,7631
100x20_31.npz,10162,7332,10071,7689,7485,7679,7399
100x20_32.npz,10377,7862,10396,8335,8408,8292,7924
100x20_33.npz,10381,7818,10208,8288,8096,8344,7740
100x20_34.npz,9617,7332,9503,7598,7621,8090,7270
100x20_35.npz,9714,7499,9715,8515,8301,8556,8173
100x20_36.npz,9977,7019,9739,7983,7582,7925,7400
100x20_37.npz,10052,7658,9963,8269,7904,8225,7321
100x20_38.npz,9731,8097,9795,8156,7769,7917,7643
100x20_39.npz,10046,7507,9895,8075,8103,8130,7794
100x20_4.npz,9923,7422,10167,8370,8204,8282,7572
100x20_40.npz,9363,7374,9565,8101,7967,8085,7519
100x20_41.npz,9999,7195,9997,8108,7994,8097,7549
100x20_42.npz,10048,7463,10045,8181,7816,8100,7809
100x20_43.npz,9692,7522,9612,8730,8083,8874,8091
100x20_44.npz,9591,7297,9594,7794,7706,8054,7486
100x20_45.npz,9428,7200,9387,7946,8183,7870,7624
100x20_46.npz,9521,8024,9506,8597,8353,8559,7992
100x20_47.npz,10085,7313,10065,8695,8463,8791,7890
100x20_48.npz,10230,7922,10219,8646,8730,8390,7877
100x20_49.npz,9952,7264,10129,7915,7799,7797,7269
100x20_5.npz,9486,7065,9374,7959,7799,8142,7215
100x20_50.npz,9410,7802,9888,8190,8161,8127,7667
100x20_51.npz,9816,7319,10095,8011,7464,7516,7246
100x20_52.npz,9541,7626,9405,7884,7959,8071,7820
100x20_53.npz,9803,7972,9809,8456,8408,8211,7635
100x20_54.npz,10377,7520,10323,8351,8057,7937,7476
100x20_55.npz,9575,7473,9806,7777,7962,7977,7524
100x20_56.npz,9900,7813,10263,7998,8113,8089,7761
100x20_57.npz,10089,7619,10028,8280,8387,8300,7454
100x20_58.npz,9598,7447,9554,8169,7986,7860,7494
100x20_59.npz,9685,7157,9848,7757,7727,7919,7559
100x20_6.npz,9518,7578,9468,7922,7923,7934,7521
100x20_60.npz,9329,7600,9300,8043,7731,7922,7422
100x20_61.npz,9530,7350,9567,7921,7693,7675,7192
100x20_62.npz,9905,7658,9522,7691,7671,7626,7370
100x20_63.npz,9792,7242,9917,8162,8020,8177,7687
100x20_64.npz,10689,8223,10239,8412,8282,8558,7865
100x20_65.npz,10297,7891,9770,8799,8119,8353,8085
100x20_66.npz,9504,7240,9460,7783,7509,7632,7367
100x20_67.npz,9370,7632,9530,8114,7969,8047,7452
100x20_68.npz,9677,7697,10371,8241,8241,8570,7391
100x20_69.npz,9670,7932,9630,8118,7666,8152,7524
100x20_7.npz,9646,7221,9635,7898,8127,8199,7886
100x20_70.npz,9771,7374,9920,8279,7723,8123,7645
100x20_71.npz,9644,7382,9629,8116,7712,7815,7628
100x20_72.npz,9417,7181,9414,8125,7927,8485,7575
100x20_73.npz,9999,8378,10563,8550,7990,8635,7591
100x20_74.npz,9898,7796,9836,8147,7896,8181,7968
100x20_75.npz,9575,7345,9531,7961,8027,8048,7733
100x20_76.npz,9706,7023,9816,8350,8238,8072,7384
100x20_77.npz,9568,7685,10213,7878,7657,7818,7425
100x20_78.npz,9923,7400,9882,8385,8058,8357,7361
100x20_79.npz,9404,7186,9720,8017,7922,8209,7395
100x20_8.npz,10333,7736,10545,8183,7957,8263,7692
100x20_80.npz,10278,7482,10186,8299,8085,8021,7866
100x20_81.npz,9751,7658,9600,7994,7910,7792,7487
100x20_82.npz,10271,7533,10109,8024,7695,8493,7619
100x20_83.npz,9589,8012,9541,8016,8277,8532,7468
