instance name,OR-Tools averagistic,OR-Tools realistic,SPT,MWKR,MOPNR,FDD/MWKR,model
100x20_0.npz,5944,6003,6055,5529,5519,5662,5505
100x20_1.npz,6014,5980,6032,5772,5739,5760,5899
100x20_10.npz,6199,6285,6478,5866,5894,5894,5846
100x20_11.npz,6262,6196,6285,5680,5669,5568,5666
100x20_12.npz,6235,6203,6250,5603,5741,5936,5719
100x20_13.npz,6202,6202,6265,5714,5620,5640,5691
100x20_14.npz,6283,6295,6328,5620,5648,5708,5684
100x20_15.npz,6128,6239,6351,6113,5801,5931,6017
100x20_16.npz,6350,6350,6507,5920,5874,5907,5912
100x20_17.npz,6183,6189,6220,5936,5901,5883,5997
100x20_18.npz,5957,5801,5995,5940,5910,5978,5813
100x20_19.npz,6075,5997,6244,5712,5721,5692,5875
100x20_2.npz,6324,6228,6454,5548,5514,5699,5694
100x20_20.npz,5950,5839,6208,5518,5617,5630,5726
100x20_21.npz,6090,5825,6150,5859,5852,5928,5888
100x20_22.npz,6286,6386,6430,6004,5958,5953,6151
100x20_23.npz,6208,6264,6272,5622,5723,5739,5917
100x20_24.npz,6157,6157,6266,5792,5681,5847,6069
100x20_25.npz,6039,5975,6087,5952,5697,5704,5967
100x20_26.npz,6239,6239,6251,5570,5904,5575,5664
100x20_27.npz,5870,5872,5897,5803,5785,5828,5943
100x20_28.npz,5954,5954,6039,5444,5391,5426,5532
100x20_29.npz,6051,6018,6058,5748,5826,5691,5969
100x20_3.npz,5963,5938,5973,5796,5953,5795,6171
100x20_30.npz,5849,5849,6024,5801,5920,5741,5796
100x20_31.npz,6041,6041,6077,5700,5823,5638,5945
100x20_32.npz,6252,6215,6317,5655,5659,5627,5786
100x20_33.npz,6002,5975,6064,5714,5649,5747,5757
100x20_34.npz,6238,6223,6263,5809,5916,5931,6148
100x20_35.npz,5923,5923,5925,5719,5668,5619,5902
100x20_36.npz,5944,5952,5975,5846,5969,5812,6093
100x20_37.npz,6004,5987,6101,5876,5728,5938,5894
100x20_38.npz,6162,6082,6213,6062,6035,6098,6061
100x20_39.npz,5952,5973,6046,5872,5851,5761,5915
100x20_4.npz,6166,6127,6467,5683,5813,5852,5658
100x20_40.npz,6124,6123,6142,5711,5754,5734,5778
100x20_41.npz,5956,5956,6012,5748,5921,5960,5890
100x20_42.npz,5990,6033,6092,5713,5750,5815,5690
100x20_43.npz,6007,6020,6024,5881,5882,5892,5920
100x20_44.npz,6526,6526,6567,5811,5916,5905,5858
100x20_45.npz,6384,6333,6614,5953,5804,5836,5895
100x20_46.npz,6279,6074,6294,5646,5590,5649,5798
100x20_47.npz,6008,6015,6021,5656,5717,5711,5807
100x20_48.npz,6302,6302,6308,5835,5833,5896,6026
100x20_49.npz,6248,6207,6279,5555,5581,5620,5813
