instance name,OR-Tools averagistic,OR-Tools realistic,SPT,MWKR,MOPNR,FDD/MWKR,model
20x20_0.npz,2695,2014,3173,2609,2579,2522,2448
20x20_1.npz,2862,2137,2964,2571,2621,2645,2728
20x20_10.npz,3104,2120,2954,2677,2700,2866,2893
20x20_11.npz,2477,1933,3036,2664,2515,2716,2419
20x20_12.npz,2789,2215,3266,2874,2841,2837,2763
20x20_13.npz,2811,2102,3192,2629,2727,2767,2984
20x20_14.npz,2627,1963,2687,2671,2604,2619,2475
20x20_15.npz,2798,2070,2946,2989,2864,2766,2693
20x20_16.npz,2659,2037,2779,2569,2849,2412,2411
20x20_17.npz,2602,2082,3036,2529,2462,2484,2684
20x20_18.npz,2627,2030,2857,2676,2824,2667,2499
20x20_19.npz,2853,2153,2940,2849,2914,2897,2943
20x20_2.npz,2753,2148,2992,2690,2652,2645,2655
20x20_20.npz,2880,2057,2968,2631,2699,2613,2598
20x20_21.npz,2742,1936,2893,2763,2715,2700,2557
20x20_22.npz,2897,2176,2964,3002,3004,3139,2794
20x20_23.npz,2773,2054,3072,2649,2708,2968,2535
20x20_24.npz,2916,2072,3252,2798,2650,2758,2637
20x20_25.npz,2649,2006,2946,2794,2638,2644,2709
20x20_26.npz,2870,1985,2955,2768,2793,2763,2546
20x20_27.npz,2819,2168,3255,2803,2810,2864,2793
20x20_28.npz,2597,1909,2808,2480,2656,2616,2515
20x20_29.npz,2594,2043,2844,2653,2607,2912,2543
20x20_3.npz,2759,1991,2780,2689,2780,2737,2658
20x20_30.npz,2726,1920,2885,2436,2594,2708,2411
20x20_31.npz,2804,2001,2879,2556,2685,2813,2457
20x20_32.npz,2805,2136,2963,2989,2846,2762,2832
20x20_33.npz,2691,1926,2791,2581,2693,2549,2464
20x20_34.npz,2680,2064,2985,2970,2718,2990,2755
20x20_35.npz,2632,2083,2831,2733,2736,2682,2771
20x20_36.npz,2596,2107,2665,2685,2623,2687,2750
