instance name,OR-Tools averagistic,OR-Tools realistic,SPT,MWKR,MOPNR,FDD/MWKR,model
15x15_0.npz,1883,1446,2160,1999,1840,1838,1966
15x15_1.npz,1959,1452,2033,1907,2000,1942,1857
15x15_10.npz,2002,1549,2261,2122,2211,2108,2036
15x15_11.npz,1714,1450,2227,1983,1936,1853,1850
15x15_12.npz,2106,1424,2128,2111,2046,1970,1803
15x15_13.npz,1875,1436,2236,1919,1880,1923,1971
15x15_14.npz,1954,1614,2378,2150,2152,2200,2140
15x15_15.npz,1866,1472,2096,1961,2004,2012,1978
15x15_16.npz,1901,1418,1994,1980,1813,1880,1830
15x15_17.npz,1965,1580,2287,2013,2033,1922,2078
15x15_18.npz,1885,1460,2180,1998,1964,1952,1788
15x15_19.npz,2011,1565,2637,2003,1938,2045,1955
15x15_2.npz,1863,1509,2079,1955,1951,1949,1964
15x15_20.npz,1948,1461,2092,1950,1924,2037,1891
15x15_21.npz,2086,1531,2195,2154,2047,2151,1859
15x15_22.npz,1835,1466,2425,2028,2000,1892,1960
15x15_23.npz,1815,1472,2190,2065,2058,2123,1921
15x15_24.npz,1932,1462,2168,1919,1998,1888,1940
15x15_25.npz,1991,1529,2430,2013,2083,2100,2007
15x15_26.npz,1804,1333,2296,1780,1897,1888,1647
15x15_27.npz,1938,1403,2109,1997,1937,1975,1809
15x15_28.npz,1782,1530,2231,2062,1930,1947,1995
15x15_29.npz,2236,1714,2464,2445,2301,2399,2436
15x15_3.npz,1689,1355,1754,1793,1743,1925,1708
15x15_30.npz,1925,1459,2144,2026,2111,2021,1955
15x15_31.npz,1849,1441,2168,1976,1920,1836,1772
15x15_32.npz,2027,1456,2089,2149,2159,2145,1943
15x15_33.npz,2266,1611,2333,2304,2075,2234,1932
15x15_34.npz,1973,1540,2078,2001,2007,1968,1842
15x15_35.npz,1905,1414,2161,2033,2111,1965,1928
15x15_36.npz,1746,1449,2005,1846,1712,1724,1826
15x15_37.npz,1820,1495,2185,1958,2221,2112,1958
15x15_38.npz,1938,1436,2256,2126,2052,2032,1779
15x15_39.npz,1859,1453,2506,2014,2043,1933,1885
15x15_4.npz,1919,1432,2053,1962,1977,2123,1831
15x15_40.npz,1746,1365,2133,1781,1784,1808,1797
15x15_41.npz,1943,1446,2221,2076,1881,1947,1882
15x15_42.npz,1960,1522,2061,1990,1935,1921,1947
15x15_43.npz,2121,1472,2253,2187,1986,2091,1856
15x15_44.npz,1936,1495,2287,2030,1990,2176,1892
15x15_45.npz,1678,1361,2169,1895,2093,1999,1733
15x15_46.npz,2005,1542,2262,2082,2086,2076,2138
15x15_47.npz,2011,1635,2164,2171,2040,2092,1958
15x15_48.npz,1938,1385,2191,1852,1787,1871,1646
15x15_49.npz,1597,1349,1699,1659,1693,1850,1643
15x15_5.npz,1908,1495,2022,1920,1905,1938,1982
15x15_50.npz,1974,1449,2013,1836,2232,1962,1896
15x15_51.npz,1866,1353,1971,1925,1955,1901,1711
15x15_52.npz,1930,1500,2226,1946,2113,2050,1945
15x15_53.npz,1908,1534,2274,2030,2150,2281,2043
15x15_54.npz,1664,1417,2057,2126,1789,1919,1795
15x15_55.npz,1830,1456,2023,1945,1869,2133,1915
15x15_56.npz,2081,1433,2098,1948,2241,2107,1868
15x15_57.npz,1869,1421,2158,2093,1934,2069,1905
15x15_58.npz,1954,1411,1969,2113,1849,1940,1720
15x15_59.npz,1911,1381,2370,1893,1822,1770,1779
15x15_6.npz,1720,1379,2131,1704,1795,1945,1785
15x15_60.npz,1925,1377,1918,1962,1908,1939,1796
15x15_61.npz,1828,1376,1994,1794,1822,1934,1773
15x15_62.npz,2035,1480,2261,2262,2063,2061,1864
15x15_63.npz,2056,1431,1965,1886,1855,1906,1803
15x15_64.npz,1999,1464,2218,1897,1940,2027,1902
15x15_65.npz,1872,1423,2098,2075,1868,1912,1918
15x15_66.npz,2025,1484,2178,1963,2064,2161,1849
15x15_67.npz,1892,1460,2174,1947,1858,1848,1655
15x15_68.npz,2030,1527,2241,2127,2017,2135,2043
15x15_69.npz,1831,1418,1961,1976,2025,1961,1878
15x15_7.npz,1916,1433,2420,2017,1874,1947,1873
15x15_70.npz,2009,1513,2134,1976,2117,1967,2063
15x15_71.npz,2071,1442,2151,2081,2015,1990,1955
15x15_72.npz,1909,1550,2481,1988,1960,2095,1959
15x15_73.npz,1928,1406,1818,1764,1769,1781,1741
15x15_74.npz,1779,1481,1783,1788,1841,1863,1852
15x15_75.npz,1958,1501,2205,2065,2171,2084,1845
15x15_76.npz,2192,1502,2138,1984,2192,2232,1983
15x15_77.npz,2008,1534,2021,2067,1958,2019,2194
15x15_78.npz,1682,1339,1766,1761,1573,1749,1630
15x15_79.npz,1816,1395,2088,2045,1983,1952,1878
15x15_8.npz,1873,1476,2099,1879,1938,1914,1927
15x15_80.npz,1835,1425,1931,1979,2138,2027,1727
15x15_81.npz,1872,1528,2156,2103,1924,2017,1796
15x15_82.npz,1931,1533,2554,2353,2453,2178,1915
15x15_83.npz,2034,1474,2067,1887,2049,1986,1948
15x15_84.npz,2061,1487,2438,2034,2072,2145,1929
15x15_85.npz,1782,1412,2167,1867,1814,2072,1904
15x15_86.npz,1877,1442,2200,1953,1937,2036,1933
15x15_87.npz,1966,1485,2233,2072,2133,2146,1924
15x15_88.npz,2193,1673,2197,2129,2144,1997,2064
15x15_89.npz,1814,1404,1959,1899,1773,2035,1824
15x15_9.npz,1794,1460,2194,1829,1992,1726,1773
15x15_90.npz,1882,1436,2146,2152,2125,2139,1697
15x15_91.npz,1906,1508,2496,2309,2271,2267,1904
15x15_92.npz,1961,1647,2234,2348,2197,2115,2177
15x15_93.npz,1863,1419,2204,1993,2020,2034,1934
15x15_94.npz,2084,1594,2259,2219,2201,2249,2075
15x15_95.npz,1705,1379,1853,1893,1903,1885,1661
15x15_96.npz,1957,1448,2228,2065,1944,1840,1812
15x15_97.npz,1850,1481,2184,1975,2038,1975,1986
15x15_98.npz,1912,1436,2036,2013,1966,2004,1916
15x15_99.npz,1934,1344,1821,2228,1860,1927,1779
